,CCI,GDP_Growth,InterestRate,UnemploymentRate,InflationRate,WPSGX
2009-02-06,96.7591,-4.5,0.22,8.3,0.2,6.546342372894287
2009-02-09,96.7591,-4.5,0.22,8.3,0.2,6.495437145233154
2009-02-10,96.7591,-4.5,0.22,8.3,0.2,6.244539737701416
2009-02-11,96.7591,-4.5,0.22,8.3,0.2,6.269992351531982
2009-02-12,96.7591,-4.5,0.22,8.3,0.2,6.329988956451416
2009-02-13,96.7591,-4.5,0.22,8.3,0.2,6.279689311981201
2009-02-17,96.7591,-4.5,0.22,8.3,0.2,6.084547996520996
2009-02-18,96.7591,-4.5,0.22,8.3,0.2,6.120909214019775
2009-02-19,96.7591,-4.5,0.22,8.3,0.2,6.048185348510742
2009-02-20,96.7591,-4.5,0.22,8.3,0.2,6.035458564758301
2009-02-23,96.7591,-4.5,0.22,8.3,0.2,5.811228275299072
2009-02-24,96.7591,-4.5,0.22,8.3,0.2,6.010612487792969
2009-02-25,96.7591,-4.5,0.22,8.3,0.2,5.912435054779053
2009-02-26,96.7591,-4.5,0.22,8.3,0.2,5.809410572052002
2009-02-27,96.7591,-4.5,0.22,8.3,0.2,5.757897853851318
2009-03-02,96.96084,-4.5,0.18,8.7,-0.4,5.542755603790283
2009-03-03,96.96084,-4.5,0.18,8.7,-0.4,5.553664207458496
2009-03-04,96.96084,-4.5,0.18,8.7,-0.4,5.622751712799072
2009-03-05,96.96084,-4.5,0.18,8.7,-0.4,5.441549301147461
2009-03-06,96.96084,-4.5,0.18,8.7,-0.4,5.421550750732422
2009-03-09,96.96084,-4.5,0.18,8.7,-0.4,5.329433441162109
2009-03-10,96.96084,-4.5,0.18,8.7,-0.4,5.632449150085449
2009-03-11,96.96084,-4.5,0.18,8.7,-0.4,5.668203830718994
2009-03-12,96.96084,-4.5,0.18,8.7,-0.4,5.865164756774902
2009-03-13,96.96084,-4.5,0.18,8.7,-0.4,5.912435054779053
2009-03-16,96.96084,-4.5,0.18,8.7,-0.4,5.825772285461426
2009-03-17,96.96084,-4.5,0.18,8.7,-0.4,6.005157470703125
2009-03-18,96.96084,-4.5,0.18,8.7,-0.4,6.093032360076904
2009-03-19,96.96084,-4.5,0.18,8.7,-0.4,6.003340244293213
2009-03-20,96.96084,-4.5,0.18,8.7,-0.4,5.951827049255371
2009-03-23,96.96084,-4.5,0.18,8.7,-0.4,6.295445919036865
2009-03-24,96.96084,-4.5,0.18,8.7,-0.4,6.257266521453857
2009-03-25,96.96084,-4.5,0.18,8.7,-0.4,6.321506023406982
2009-03-26,96.96084,-4.5,0.18,8.7,-0.4,6.541494846343994
2009-03-27,96.96084,-4.5,0.18,8.7,-0.4,6.457256317138672
2009-03-30,96.96084,-4.5,0.18,8.7,-0.4,6.271205425262451
2009-03-31,96.96084,-4.5,0.18,8.7,-0.4,6.373624801635742
2009-04-01,97.40855,-0.7,0.15,9.0,-0.7,6.404531478881836
2009-04-02,97.40855,-0.7,0.15,9.0,-0.7,6.648763656616211
2009-04-03,97.40855,-0.7,0.15,9.0,-0.7,6.760878086090088
2009-04-06,97.40855,-0.7,0.15,9.0,-0.7,6.689366817474365
2009-04-07,97.40855,-0.7,0.15,9.0,-0.7,6.5087690353393555
2009-04-08,97.40855,-0.7,0.15,9.0,-0.7,6.618459224700928
2009-04-09,97.40855,-0.7,0.15,9.0,-0.7,6.873599529266357
2009-04-13,97.40855,-0.7,0.15,9.0,-0.7,6.899051666259766
2009-04-14,97.40855,-0.7,0.15,9.0,-0.7,6.71663761138916
2009-04-15,97.40855,-0.7,0.15,9.0,-0.7,6.81360387802124
2009-04-16,97.40855,-0.7,0.15,9.0,-0.7,6.919052600860596
2009-04-17,97.40855,-0.7,0.15,9.0,-0.7,6.959656715393066
2009-04-20,97.40855,-0.7,0.15,9.0,-0.7,6.686336517333984
2009-04-21,97.40855,-0.7,0.15,9.0,-0.7,6.889357089996338
2009-04-22,97.40855,-0.7,0.15,9.0,-0.7,6.871175765991211
2009-04-23,97.40855,-0.7,0.15,9.0,-0.7,6.858449459075928
2009-04-24,97.40855,-0.7,0.15,9.0,-0.7,6.972988605499268
2009-04-27,97.40855,-0.7,0.15,9.0,-0.7,6.92996072769165
2009-04-28,97.40855,-0.7,0.15,9.0,-0.7,6.899051666259766
2009-04-29,97.40855,-0.7,0.15,9.0,-0.7,7.034803867340088
2009-04-30,97.40855,-0.7,0.15,9.0,-0.7,7.071165561676025
2009-05-01,97.79377,-0.7,0.18,9.4,-1.3,7.028137683868408
2009-05-04,97.79377,-0.7,0.18,9.4,-1.3,7.159646987915039
2009-05-05,97.79377,-0.7,0.18,9.4,-1.3,7.200249195098877
2009-05-06,97.79377,-0.7,0.18,9.4,-1.3,7.216006755828857
2009-05-07,97.79377,-0.7,0.18,9.4,-1.3,7.11722469329834
2009-05-08,97.79377,-0.7,0.18,9.4,-1.3,7.244490146636963
2009-05-11,97.79377,-0.7,0.18,9.4,-1.3,7.136617660522461
2009-05-12,97.79377,-0.7,0.18,9.4,-1.3,7.109344959259033
2009-05-13,97.79377,-0.7,0.18,9.4,-1.3,6.897234916687012
2009-05-14,97.79377,-0.7,0.18,9.4,-1.3,6.979654788970947
2009-05-15,97.79377,-0.7,0.18,9.4,-1.3,6.965714931488037
2009-05-18,97.79377,-0.7,0.18,9.4,-1.3,7.160252094268799
2009-05-19,97.79377,-0.7,0.18,9.4,-1.3,7.100861072540283
2009-05-20,97.79377,-0.7,0.18,9.4,-1.3,7.088741302490234
2009-05-21,97.79377,-0.7,0.18,9.4,-1.3,6.983290672302246
2009-05-22,97.79377,-0.7,0.18,9.4,-1.3,6.983896732330322
2009-05-26,97.79377,-0.7,0.18,9.4,-1.3,7.192372798919678
2009-05-27,97.79377,-0.7,0.18,9.4,-1.3,7.040258884429932
2009-05-28,97.79377,-0.7,0.18,9.4,-1.3,7.095407485961914
2009-05-29,97.79377,-0.7,0.18,9.4,-1.3,7.176009654998779
2009-06-01,97.95326,-0.7,0.21,9.5,-1.4,7.427512168884277
2009-06-02,97.95326,-0.7,0.21,9.5,-1.4,7.447509288787842
2009-06-03,97.95326,-0.7,0.21,9.5,-1.4,7.388727188110352
2009-06-04,97.95326,-0.7,0.21,9.5,-1.4,7.418421745300293
2009-06-05,97.95326,-0.7,0.21,9.5,-1.4,7.380847930908203
2009-06-08,97.95326,-0.7,0.21,9.5,-1.4,7.352361679077148
2009-06-09,97.95326,-0.7,0.21,9.5,-1.4,7.399634838104248
2009-06-10,97.95326,-0.7,0.21,9.5,-1.4,7.36872673034668
2009-06-11,97.95326,-0.7,0.21,9.5,-1.4,7.341456413269043
2009-06-12,97.95326,-0.7,0.21,9.5,-1.4,7.328729152679443
2009-06-15,97.95326,-0.7,0.21,9.5,-1.4,7.213583946228027
2009-06-16,97.95326,-0.7,0.21,9.5,-1.4,7.096620082855225
2009-06-17,97.95326,-0.7,0.21,9.5,-1.4,7.137222766876221
2009-06-18,97.95326,-0.7,0.21,9.5,-1.4,7.1832804679870605
2009-06-19,97.95326,-0.7,0.21,9.5,-1.4,7.199645519256592
2009-06-22,97.95326,-0.7,0.21,9.5,-1.4,7.0378336906433105
2009-06-23,97.95326,-0.7,0.21,9.5,-1.4,7.024499893188477
2009-06-24,97.95326,-0.7,0.21,9.5,-1.4,7.083893299102783
2009-06-25,97.95326,-0.7,0.21,9.5,-1.4,7.22085428237915
2009-06-26,97.95326,-0.7,0.21,9.5,-1.4,7.245702266693115
2009-06-29,97.95326,-0.7,0.21,9.5,-1.4,7.277215480804443
2009-06-30,97.95326,-0.7,0.21,9.5,-1.4,7.217217922210693
2009-07-01,97.90809,1.4,0.16,9.5,-2.1,7.20388650894165
2009-07-02,97.90809,1.4,0.16,9.5,-2.1,7.068136215209961
2009-07-06,97.90809,1.4,0.16,9.5,-2.1,7.110557556152344
2009-07-07,97.90809,1.4,0.16,9.5,-2.1,6.945111274719238
2009-07-08,97.90809,1.4,0.16,9.5,-2.1,6.974201202392578
2009-07-09,97.90809,1.4,0.16,9.5,-2.1,6.9960174560546875
2009-07-10,97.90809,1.4,0.16,9.5,-2.1,6.989352226257324
2009-07-13,97.90809,1.4,0.16,9.5,-2.1,7.133587837219238
2009-07-14,97.90809,1.4,0.16,9.5,-2.1,7.176614284515381
2009-07-15,97.90809,1.4,0.16,9.5,-2.1,7.360241889953613
2009-07-16,97.90809,1.4,0.16,9.5,-2.1,7.412362098693848
2009-07-17,97.90809,1.4,0.16,9.5,-2.1,7.389332294464111
2009-07-20,97.90809,1.4,0.16,9.5,-2.1,7.444482326507568
2009-07-21,97.90809,1.4,0.16,9.5,-2.1,7.45175313949585
2009-07-22,97.90809,1.4,0.16,9.5,-2.1,7.460842132568359
2009-07-23,97.90809,1.4,0.16,9.5,-2.1,7.602047920227051
2009-07-24,97.90809,1.4,0.16,9.5,-2.1,7.614776134490967
2009-07-27,97.90809,1.4,0.16,9.5,-2.1,7.646289348602295
2009-07-28,97.90809,1.4,0.16,9.5,-2.1,7.631744384765625
2009-07-29,97.90809,1.4,0.16,9.5,-2.1,7.639623165130615
2009-07-30,97.90809,1.4,0.16,9.5,-2.1,7.643258094787598
2009-07-31,97.90809,1.4,0.16,9.5,-2.1,7.655380725860596
2009-08-03,97.95174,1.4,0.16,9.6,-1.5,7.7535552978515625
2009-08-04,97.95174,1.4,0.16,9.6,-1.5,7.748708724975586
2009-08-05,97.95174,1.4,0.16,9.6,-1.5,7.704467296600342
2009-08-06,97.95174,1.4,0.16,9.6,-1.5,7.670530319213867
2009-08-07,97.95174,1.4,0.16,9.6,-1.5,7.804463863372803
2009-08-10,97.95174,1.4,0.16,9.6,-1.5,7.74385929107666
2009-08-11,97.95174,1.4,0.16,9.6,-1.5,7.700224876403809
2009-08-12,97.95174,1.4,0.16,9.6,-1.5,7.780827522277832
2009-08-13,97.95174,1.4,0.16,9.6,-1.5,7.752345085144043
2009-08-14,97.95174,1.4,0.16,9.6,-1.5,7.686286926269531
2009-08-17,97.95174,1.4,0.16,9.6,-1.5,7.5317487716674805
2009-08-18,97.95174,1.4,0.16,9.6,-1.5,7.61962366104126
2009-08-19,97.95174,1.4,0.16,9.6,-1.5,7.6475019454956055
2009-08-20,97.95174,1.4,0.16,9.6,-1.5,7.7499213218688965
2009-08-21,97.95174,1.4,0.16,9.6,-1.5,7.862643241882324
2009-08-24,97.95174,1.4,0.16,9.6,-1.5,7.825675010681152
2009-08-25,97.95174,1.4,0.16,9.6,-1.5,7.8529462814331055
2009-08-26,97.95174,1.4,0.16,9.6,-1.5,7.874157905578613
2009-08-27,97.95174,1.4,0.16,9.6,-1.5,7.865671634674072
2009-08-28,97.95174,1.4,0.16,9.6,-1.5,7.841430187225342
2009-08-31,97.95174,1.4,0.16,9.6,-1.5,7.792948246002197
2009-09-01,98.1294,1.4,0.15,9.8,-1.3,7.666894435882568
2009-09-02,98.1294,1.4,0.15,9.8,-1.3,7.6456828117370605
2009-09-03,98.1294,1.4,0.15,9.8,-1.3,7.733555793762207
2009-09-04,98.1294,1.4,0.15,9.8,-1.3,7.82021951675415
2009-09-08,98.1294,1.4,0.15,9.8,-1.3,7.8990044593811035
2009-09-09,98.1294,1.4,0.15,9.8,-1.3,7.939609050750732
2009-09-10,98.1294,1.4,0.15,9.8,-1.3,8.006876945495605
2009-09-11,98.1294,1.4,0.15,9.8,-1.3,7.975362777709961
2009-09-14,98.1294,1.4,0.15,9.8,-1.3,7.982029438018799
2009-09-15,98.1294,1.4,0.15,9.8,-1.3,7.973545074462891
2009-09-16,98.1294,1.4,0.15,9.8,-1.3,8.084447860717773
2009-09-17,98.1294,1.4,0.15,9.8,-1.3,8.074146270751953
2009-09-18,98.1294,1.4,0.15,9.8,-1.3,8.128687858581543
2009-09-21,98.1294,1.4,0.15,9.8,-1.3,8.126870155334473
2009-09-22,98.1294,1.4,0.15,9.8,-1.3,8.147476196289062
2009-09-23,98.1294,1.4,0.15,9.8,-1.3,8.092933654785156
2009-09-24,98.1294,1.4,0.15,9.8,-1.3,8.041420936584473
2009-09-25,98.1294,1.4,0.15,9.8,-1.3,7.959607124328613
2009-09-28,98.1294,1.4,0.15,9.8,-1.3,8.103236198425293
2009-09-29,98.1294,1.4,0.15,9.8,-1.3,8.105659484863281
2009-09-30,98.1294,1.4,0.15,9.8,-1.3,8.07596492767334
2009-10-01,98.15902,4.4,0.12,10.0,-0.2,7.880823135375977
2009-10-02,98.15902,4.4,0.12,10.0,-0.2,7.849308967590332
2009-10-05,98.15902,4.4,0.12,10.0,-0.2,7.909911632537842
2009-10-06,98.15902,4.4,0.12,10.0,-0.2,7.986877918243408
2009-10-07,98.15902,4.4,0.12,10.0,-0.2,8.042025566101074
2009-10-08,98.15902,4.4,0.12,10.0,-0.2,8.079598426818848
2009-10-09,98.15902,4.4,0.12,10.0,-0.2,8.140204429626465
2009-10-12,98.15902,4.4,0.12,10.0,-0.2,8.150506019592285
2009-10-13,98.15902,4.4,0.12,10.0,-0.2,8.151111602783203
2009-10-14,98.15902,4.4,0.12,10.0,-0.2,8.271106719970703
2009-10-15,98.15902,4.4,0.12,10.0,-0.2,8.28989315032959
2009-10-16,98.15902,4.4,0.12,10.0,-0.2,8.27474308013916
2009-10-19,98.15902,4.4,0.12,10.0,-0.2,8.338982582092285
2009-10-20,98.15902,4.4,0.12,10.0,-0.2,8.264440536499023
2009-10-21,98.15902,4.4,0.12,10.0,-0.2,8.207473754882812
2009-10-22,98.15902,4.4,0.12,10.0,-0.2,8.33292293548584
2009-10-23,98.15902,4.4,0.12,10.0,-0.2,8.22868537902832
2009-10-26,98.15902,4.4,0.12,10.0,-0.2,8.168686866760254
2009-10-27,98.15902,4.4,0.12,10.0,-0.2,8.13596248626709
2009-10-28,98.15902,4.4,0.12,10.0,-0.2,8.05717658996582
2009-10-29,98.15902,4.4,0.12,10.0,-0.2,8.24565315246582
2009-10-30,98.15902,4.4,0.12,10.0,-0.2,8.050512313842773
2009-11-02,98.17303,4.4,0.12,9.9,1.8,8.142022132873535
2009-11-03,98.17303,4.4,0.12,9.9,1.8,8.154141426086426
2009-11-04,98.17303,4.4,0.12,9.9,1.8,8.135354995727539
2009-11-05,98.17303,4.4,0.12,9.9,1.8,8.302013397216797
2009-11-06,98.17303,4.4,0.12,9.9,1.8,8.36685848236084
2009-11-09,98.17303,4.4,0.12,9.9,1.8,8.535335540771484
2009-11-10,98.17303,4.4,0.12,9.9,1.8,8.509276390075684
2009-11-11,98.17303,4.4,0.12,9.9,1.8,8.535335540771484
2009-11-12,98.17303,4.4,0.12,9.9,1.8,8.434128761291504
2009-11-13,98.17303,4.4,0.12,9.9,1.8,8.49594497680664
2009-11-16,98.17303,4.4,0.12,9.9,1.8,8.575939178466797
2009-11-17,98.17303,4.4,0.12,9.9,1.8,8.57291030883789
2009-11-18,98.17303,4.4,0.12,9.9,1.8,8.51109504699707
2009-11-19,98.17303,4.4,0.12,9.9,1.8,8.434128761291504
2009-11-20,98.17303,4.4,0.12,9.9,1.8,8.420188903808594
2009-11-23,98.17303,4.4,0.12,9.9,1.8,8.5262451171875
2009-11-24,98.17303,4.4,0.12,9.9,1.8,8.503823280334473
2009-11-25,98.17303,4.4,0.12,9.9,1.8,8.54503345489502
2009-11-27,98.17303,4.4,0.12,9.9,1.8,8.411705017089844
2009-11-30,98.17303,4.4,0.12,9.9,1.8,8.424431800842285
2009-12-01,98.34699,4.4,0.12,9.9,2.7,8.55351734161377
2009-12-02,98.34699,4.4,0.12,9.9,2.7,8.592303276062012
2009-12-03,98.34699,4.4,0.12,9.9,2.7,8.497156143188477
2009-12-04,98.34699,4.4,0.12,9.9,2.7,8.582606315612793
2009-12-07,98.34699,4.4,0.12,9.9,2.7,8.563214302062988
2009-12-08,98.34699,4.4,0.12,9.9,2.7,8.499579429626465
2009-12-09,98.34699,4.4,0.12,9.9,2.7,8.522003173828125
2009-12-10,98.34699,4.4,0.12,9.9,2.7,8.546244621276855
2009-12-11,98.34699,4.4,0.12,9.9,2.7,8.560184478759766
2009-12-14,98.34699,4.4,0.12,9.9,2.7,8.61896800994873
2009-12-15,98.34699,4.4,0.12,9.9,2.7,8.576546669006348
2009-12-16,98.34699,4.4,0.12,9.9,2.7,8.582606315612793
2009-12-17,98.34699,4.4,0.12,9.9,2.7,8.519577980041504
2009-12-18,98.34699,4.4,0.12,9.9,2.7,8.573516845703125
2009-12-21,98.34699,4.4,0.12,9.9,2.7,8.637149810791016
2009-12-22,98.34699,4.4,0.12,9.9,2.7,8.706842422485352
2009-12-23,98.34699,4.4,0.12,9.9,2.7,8.753507614135742
2009-12-24,98.34699,4.4,0.12,9.9,2.7,8.775931358337402
2009-12-28,98.34699,4.4,0.12,9.9,2.7,8.788656234741211
2009-12-29,98.34699,4.4,0.12,9.9,2.7,8.81047248840332
2009-12-30,98.34699,4.4,0.12,9.9,2.7,8.827444076538086
2009-12-31,98.34699,4.4,0.12,9.9,2.7,8.731690406799316
2010-01-04,98.50824,1.9,0.11,9.8,2.6,8.806838035583496
2010-01-05,98.50824,1.9,0.11,9.8,2.6,8.781384468078613
2010-01-06,98.50824,1.9,0.11,9.8,2.6,8.728660583496094
2010-01-07,98.50824,1.9,0.11,9.8,2.6,8.752901077270508
2010-01-08,98.50824,1.9,0.11,9.8,2.6,8.797141075134277
2010-01-11,98.50824,1.9,0.11,9.8,2.6,8.826836585998535
2010-01-12,98.50824,1.9,0.11,9.8,2.6,8.749871253967285
2010-01-13,98.50824,1.9,0.11,9.8,2.6,8.83956241607666
2010-01-14,98.50824,1.9,0.11,9.8,2.6,8.877744674682617
2010-01-15,98.50824,1.9,0.11,9.8,2.6,8.803807258605957
2010-01-19,98.50824,1.9,0.11,9.8,2.6,8.895923614501953
2010-01-20,98.50824,1.9,0.11,9.8,2.6,8.805625915527344
2010-01-21,98.50824,1.9,0.11,9.8,2.6,8.689268112182617
2010-01-22,98.50824,1.9,0.11,9.8,2.6,8.516549110412598
2010-01-25,98.50824,1.9,0.11,9.8,2.6,8.532306671142578
2010-01-26,98.50824,1.9,0.11,9.8,2.6,8.501398086547852
2010-01-27,98.50824,1.9,0.11,9.8,2.6,8.5523042678833
2010-01-28,98.50824,1.9,0.11,9.8,2.6,8.41109848022461
2010-01-29,98.50824,1.9,0.11,9.8,2.6,8.345647811889648
2010-02-01,98.56321,1.9,0.13,9.8,2.1,8.453520774841309
2010-02-02,98.56321,1.9,0.13,9.8,2.1,8.501398086547852
2010-02-03,98.56321,1.9,0.13,9.8,2.1,8.44927978515625
2010-02-04,98.56321,1.9,0.13,9.8,2.1,8.157174110412598
2010-02-05,98.56321,1.9,0.13,9.8,2.1,8.1577787399292
2010-02-08,98.56321,1.9,0.13,9.8,2.1,8.147476196289062
2010-02-09,98.56321,1.9,0.13,9.8,2.1,8.217169761657715
2010-02-10,98.56321,1.9,0.13,9.8,2.1,8.210502624511719
2010-02-11,98.56321,1.9,0.13,9.8,2.1,8.28686237335205
2010-02-12,98.56321,1.9,0.13,9.8,2.1,8.317771911621094
2010-02-16,98.56321,1.9,0.13,9.8,2.1,8.425037384033203
2010-02-17,98.56321,1.9,0.13,9.8,2.1,8.470490455627441
2010-02-18,98.56321,1.9,0.13,9.8,2.1,8.498367309570312
2010-02-19,98.56321,1.9,0.13,9.8,2.1,8.537153244018555
2010-02-22,98.56321,1.9,0.13,9.8,2.1,8.514730453491211
2010-02-23,98.56321,1.9,0.13,9.8,2.1,8.445642471313477
2010-02-24,98.56321,1.9,0.13,9.8,2.1,8.498971939086914
2010-02-25,98.56321,1.9,0.13,9.8,2.1,8.463823318481445
2010-02-26,98.56321,1.9,0.13,9.8,2.1,8.480189323425293
2010-03-01,98.56012,1.9,0.16,9.9,2.3,8.571697235107422
2010-03-02,98.56012,1.9,0.16,9.9,2.3,8.580787658691406
2010-03-03,98.56012,1.9,0.16,9.9,2.3,8.568061828613281
2010-03-04,98.56012,1.9,0.16,9.9,2.3,8.609270095825195
2010-03-05,98.56012,1.9,0.16,9.9,2.3,8.709872245788574
2010-03-08,98.56012,1.9,0.16,9.9,2.3,8.746233940124512
2010-03-09,98.56012,1.9,0.16,9.9,2.3,8.774112701416016
2010-03-10,98.56012,1.9,0.16,9.9,2.3,8.826231956481934
2010-03-11,98.56012,1.9,0.16,9.9,2.3,8.862591743469238
2010-03-12,98.56012,1.9,0.16,9.9,2.3,8.860774040222168
2010-03-15,98.56012,1.9,0.16,9.9,2.3,8.857744216918945
2010-03-16,98.56012,1.9,0.16,9.9,2.3,8.878349304199219
2010-03-17,98.56012,1.9,0.16,9.9,2.3,8.919559478759766
2010-03-18,98.56012,1.9,0.16,9.9,2.3,8.923800468444824
2010-03-19,98.56012,1.9,0.16,9.9,2.3,8.866228103637695
2010-03-22,98.56012,1.9,0.16,9.9,2.3,8.903196334838867
2010-03-23,98.56012,1.9,0.16,9.9,2.3,8.908650398254395
2010-03-24,98.56012,1.9,0.16,9.9,2.3,8.84986686706543
2010-03-25,98.56012,1.9,0.16,9.9,2.3,8.881379127502441
2010-03-26,98.56012,1.9,0.16,9.9,2.3,8.891681671142578
2010-03-29,98.56012,1.9,0.16,9.9,2.3,8.90622615814209
2010-03-30,98.56012,1.9,0.16,9.9,2.3,8.922589302062988
2010-03-31,98.56012,1.9,0.16,9.9,2.3,8.89107608795166
2010-04-01,98.53974,3.9,0.2,9.9,2.2,8.949254989624023
2010-04-05,98.53974,3.9,0.2,9.9,2.2,9.012282371520996
2010-04-06,98.53974,3.9,0.2,9.9,2.2,9.01409912109375
2010-04-07,98.53974,3.9,0.2,9.9,2.2,8.981375694274902
2010-04-08,98.53974,3.9,0.2,9.9,2.2,8.995314598083496
2010-04-09,98.53974,3.9,0.2,9.9,2.2,9.041976928710938
2010-04-12,98.53974,3.9,0.2,9.9,2.2,9.059552192687988
2010-04-13,98.53974,3.9,0.2,9.9,2.2,9.08258056640625
2010-04-14,98.53974,3.9,0.2,9.9,2.2,9.163789749145508
2010-04-15,98.53974,3.9,0.2,9.9,2.2,9.178940773010254
2010-04-16,98.53974,3.9,0.2,9.9,2.2,9.065610885620117
2010-04-19,98.53974,3.9,0.2,9.9,2.2,9.074094772338867
2010-04-20,98.53974,3.9,0.2,9.9,2.2,9.188636779785156
2010-04-21,98.53974,3.9,0.2,9.9,2.2,9.191061973571777
2010-04-22,98.53974,3.9,0.2,9.9,2.2,9.220756530761719
2010-04-23,98.53974,3.9,0.2,9.9,2.2,9.263177871704102
2010-04-26,98.53974,3.9,0.2,9.9,2.2,9.271661758422852
2010-04-27,98.53974,3.9,0.2,9.9,2.2,9.06076431274414
2010-04-28,98.53974,3.9,0.2,9.9,2.2,9.051673889160156
2010-04-29,98.53974,3.9,0.2,9.9,2.2,9.12015438079834
2010-04-30,98.53974,3.9,0.2,9.9,2.2,8.94521427154541
2010-05-03,98.53848,3.9,0.2,9.6,2.0,9.030684471130371
2010-05-04,98.53848,3.9,0.2,9.6,2.0,8.833073616027832
2010-05-05,98.53848,3.9,0.2,9.6,2.0,8.710627555847168
2010-05-06,98.53848,3.9,0.2,9.6,2.0,8.485738754272461
2010-05-07,98.53848,3.9,0.2,9.6,2.0,8.32934856414795
2010-05-10,98.53848,3.9,0.2,9.6,2.0,8.725177764892578
2010-05-11,98.53848,3.9,0.2,9.6,2.0,8.644556045532227
2010-05-12,98.53848,3.9,0.2,9.6,2.0,8.797310829162598
2010-05-13,98.53848,3.9,0.2,9.6,2.0,8.710627555847168
2010-05-14,98.53848,3.9,0.2,9.6,2.0,8.486346244812012
2010-05-17,98.53848,3.9,0.2,9.6,2.0,8.518472671508789
2010-05-18,98.53848,3.9,0.2,9.6,2.0,8.393601417541504
2010-05-19,98.53848,3.9,0.2,9.6,2.0,8.34935188293457
2010-05-20,98.53848,3.9,0.2,9.6,2.0,8.11961555480957
2010-05-21,98.53848,3.9,0.2,9.6,2.0,8.244484901428223
2010-05-24,98.53848,3.9,0.2,9.6,2.0,8.194779396057129
2010-05-25,98.53848,3.9,0.2,9.6,2.0,8.18811321258545
2010-05-26,98.53848,3.9,0.2,9.6,2.0,8.13355541229248
2010-05-27,98.53848,3.9,0.2,9.6,2.0,8.348140716552734
2010-05-28,98.53848,3.9,0.2,9.6,2.0,8.249335289001465
2010-06-01,98.44367,3.9,0.18,9.4,1.1,8.154772758483887
2010-06-02,98.44367,3.9,0.18,9.4,1.1,8.321468353271484
2010-06-03,98.44367,3.9,0.18,9.4,1.1,8.364506721496582
2010-06-04,98.44367,3.9,0.18,9.4,1.1,8.1268892288208
2010-06-07,98.44367,3.9,0.18,9.4,1.1,8.017171859741211
2010-06-08,98.44367,3.9,0.18,9.4,1.1,8.067483901977539
2010-06-09,98.44367,3.9,0.18,9.4,1.1,8.03293228149414
2010-06-10,98.44367,3.9,0.18,9.4,1.1,8.258426666259766
2010-06-11,98.44367,3.9,0.18,9.4,1.1,8.271157264709473
2010-06-14,98.44367,3.9,0.18,9.4,1.1,8.257214546203613
2010-06-15,98.44367,3.9,0.18,9.4,1.1,8.412393569946289
2010-06-16,98.44367,3.9,0.18,9.4,1.1,8.397238731384277
2010-06-17,98.44367,3.9,0.18,9.4,1.1,8.399665832519531
2010-06-18,98.44367,3.9,0.18,9.4,1.1,8.38451099395752
2010-06-21,98.44367,3.9,0.18,9.4,1.1,8.38814640045166
2010-06-22,98.44367,3.9,0.18,9.4,1.1,8.265094757080078
2010-06-23,98.44367,3.9,0.18,9.4,1.1,8.228119850158691
2010-06-24,98.44367,3.9,0.18,9.4,1.1,8.097793579101562
2010-06-25,98.44367,3.9,0.18,9.4,1.1,8.112339973449707
2010-06-28,98.44367,3.9,0.18,9.4,1.1,8.102036476135254
2010-06-29,98.44367,3.9,0.18,9.4,1.1,7.836535453796387
2010-06-30,98.44367,3.9,0.18,9.4,1.1,7.760765075683594
2010-07-01,98.15993,3.1,0.18,9.4,1.2,7.772886753082275
2010-07-02,98.15993,3.1,0.18,9.4,1.2,7.738335132598877
2010-07-06,98.15993,3.1,0.18,9.4,1.2,7.731060981750488
2010-07-07,98.15993,3.1,0.18,9.4,1.2,7.938370704650879
2010-07-08,98.15993,3.1,0.18,9.4,1.2,8.00262451171875
2010-07-09,98.15993,3.1,0.18,9.4,1.2,8.034750938415527
2010-07-12,98.15993,3.1,0.18,9.4,1.2,8.029297828674316
2010-07-13,98.15993,3.1,0.18,9.4,1.2,8.138405799865723
2010-07-14,98.15993,3.1,0.18,9.4,1.2,8.128100395202637
2010-07-15,98.15993,3.1,0.18,9.4,1.2,8.112947463989258
2010-07-16,98.15993,3.1,0.18,9.4,1.2,7.887451648712158
2010-07-19,98.15993,3.1,0.18,9.4,1.2,7.884422302246094
2010-07-20,98.15993,3.1,0.18,9.4,1.2,8.040207862854004
2010-07-21,98.15993,3.1,0.18,9.4,1.2,7.936551570892334
2010-07-22,98.15993,3.1,0.18,9.4,1.2,8.127493858337402
2010-07-23,98.15993,3.1,0.18,9.4,1.2,8.244484901428223
2010-07-26,98.15993,3.1,0.18,9.4,1.2,8.323894500732422
2010-07-27,98.15993,3.1,0.18,9.4,1.2,8.311768531799316
2010-07-28,98.15993,3.1,0.18,9.4,1.2,8.228119850158691
2010-07-29,98.15993,3.1,0.18,9.4,1.2,8.159621238708496
2010-07-30,98.15993,3.1,0.18,9.4,1.2,8.222057342529297
2010-08-02,97.98689,3.1,0.19,9.5,1.1,8.319650650024414
2010-08-03,97.98689,3.1,0.19,9.5,1.1,8.240848541259766
2010-08-04,97.98689,3.1,0.19,9.5,1.1,8.369356155395508
2010-08-05,97.98689,3.1,0.19,9.5,1.1,8.327529907226562
2010-08-06,97.98689,3.1,0.19,9.5,1.1,8.329955101013184
2010-08-09,97.98689,3.1,0.19,9.5,1.1,8.408757209777832
