,CCI,GDP_Growth,InterestRate,UnemploymentRate,InflationRate,WPSGX
1994-02-28,100.8334,3.9,3.25,6.6,2.5,4.099804878234863
1994-03-01,100.8226,3.9,3.34,6.5,2.5,4.099804878234863
1994-03-02,100.8226,3.9,3.34,6.5,2.5,4.099804878234863
1994-03-03,100.8226,3.9,3.34,6.5,2.5,4.099804878234863
1994-03-04,100.8226,3.9,3.34,6.5,2.5,4.073156356811523
1994-03-07,100.8226,3.9,3.34,6.5,2.5,4.073156356811523
1994-03-08,100.8226,3.9,3.34,6.5,2.5,4.073156356811523
1994-03-09,100.8226,3.9,3.34,6.5,2.5,4.073156356811523
1994-03-10,100.8226,3.9,3.34,6.5,2.5,4.073156356811523
1994-03-11,100.8226,3.9,3.34,6.5,2.5,4.0838165283203125
1994-03-14,100.8226,3.9,3.34,6.5,2.5,4.0838165283203125
1994-03-15,100.8226,3.9,3.34,6.5,2.5,4.0838165283203125
1994-03-16,100.8226,3.9,3.34,6.5,2.5,4.0838165283203125
1994-03-17,100.8226,3.9,3.34,6.5,2.5,4.0838165283203125
1994-03-18,100.8226,3.9,3.34,6.5,2.5,4.132193088531494
1994-03-21,100.8226,3.9,3.34,6.5,2.5,4.126042366027832
1994-03-22,100.8226,3.9,3.34,6.5,2.5,4.126042366027832
1994-03-23,100.8226,3.9,3.34,6.5,2.5,4.1051344871521
1994-03-24,100.8226,3.9,3.34,6.5,2.5,4.068646430969238
1994-03-25,100.8226,3.9,3.34,6.5,2.5,4.0592169761657715
1994-03-28,100.8226,3.9,3.34,6.5,2.5,4.057167053222656
1994-03-29,100.8226,3.9,3.34,6.5,2.5,4.003049373626709
1994-03-30,100.8226,3.9,3.34,6.5,2.5,3.9456512928009033
1994-03-31,100.8226,3.9,3.34,6.5,2.5,3.9518020153045654
1994-04-04,100.7928,5.5,3.56,6.4,2.4,3.9120328426361084
1994-04-05,100.7928,5.5,3.56,6.4,2.4,3.9891107082366943
1994-04-06,100.7928,5.5,3.56,6.4,2.4,3.9891107082366943
1994-04-07,100.7928,5.5,3.56,6.4,2.4,3.9891107082366943
1994-04-08,100.7928,5.5,3.56,6.4,2.4,3.9702515602111816
1994-04-11,100.7928,5.5,3.56,6.4,2.4,3.9702515602111816
1994-04-12,100.7928,5.5,3.56,6.4,2.4,3.9702515602111816
1994-04-13,100.7928,5.5,3.56,6.4,2.4,3.9702515602111816
1994-04-14,100.7928,5.5,3.56,6.4,2.4,3.9702515602111816
1994-04-15,100.7928,5.5,3.56,6.4,2.4,3.8882546424865723
1994-04-18,100.7928,5.5,3.56,6.4,2.4,3.8882546424865723
1994-04-19,100.7928,5.5,3.56,6.4,2.4,3.8882546424865723
1994-04-20,100.7928,5.5,3.56,6.4,2.4,3.8882546424865723
1994-04-21,100.7928,5.5,3.56,6.4,2.4,3.8882546424865723
1994-04-22,100.7928,5.5,3.56,6.4,2.4,3.955082893371582
1994-04-25,100.7928,5.5,3.56,6.4,2.4,3.9874696731567383
1994-04-26,100.7928,5.5,3.56,6.4,2.4,3.9874696731567383
1994-04-28,100.7928,5.5,3.56,6.4,2.4,3.9874696731567383
1994-04-29,100.7928,5.5,3.56,6.4,2.4,3.9870593547821045
1994-05-02,100.7301,5.5,4.01,6.1,2.3,3.9870593547821045
1994-05-03,100.7301,5.5,4.01,6.1,2.3,3.9870593547821045
1994-05-04,100.7301,5.5,4.01,6.1,2.3,3.9870593547821045
1994-05-05,100.7301,5.5,4.01,6.1,2.3,3.9870593547821045
1994-05-06,100.7301,5.5,4.01,6.1,2.3,3.917363405227661
1994-05-09,100.7301,5.5,4.01,6.1,2.3,3.917363405227661
1994-05-10,100.7301,5.5,4.01,6.1,2.3,3.917363405227661
1994-05-11,100.7301,5.5,4.01,6.1,2.3,3.876366138458252
1994-05-12,100.7301,5.5,4.01,6.1,2.3,3.8788256645202637
1994-05-13,100.7301,5.5,4.01,6.1,2.3,3.876366138458252
1994-05-16,100.7301,5.5,4.01,6.1,2.3,3.875135898590088
1994-05-17,100.7301,5.5,4.01,6.1,2.3,3.945242404937744
1994-05-18,100.7301,5.5,4.01,6.1,2.3,4.0087890625
1994-05-19,100.7301,5.5,4.01,6.1,2.3,4.030927658081055
1994-05-20,100.7301,5.5,4.01,6.1,2.3,4.005099773406982
1994-05-23,100.7301,5.5,4.01,6.1,2.3,3.9739413261413574
1994-05-24,100.7301,5.5,4.01,6.1,2.3,3.9940290451049805
1994-05-25,100.7301,5.5,4.01,6.1,2.3,4.0063300132751465
1994-05-26,100.7301,5.5,4.01,6.1,2.3,4.036667346954346
1994-05-27,100.7301,5.5,4.01,6.1,2.3,4.047326564788818
1994-05-31,100.7301,5.5,4.01,6.1,2.3,4.060856342315674
1994-06-01,100.6233,5.5,4.25,6.1,2.5,4.058806419372559
1994-06-02,100.6233,5.5,4.25,6.1,2.5,4.04691743850708
1994-06-03,100.6233,5.5,4.25,6.1,2.5,4.073156356811523
1994-06-06,100.6233,5.5,4.25,6.1,2.5,4.0694661140441895
1994-06-07,100.6233,5.5,4.25,6.1,2.5,4.067007064819336
1994-06-08,100.6233,5.5,4.25,6.1,2.5,4.049376487731934
1994-06-09,100.6233,5.5,4.25,6.1,2.5,4.028058052062988
1994-06-10,100.6233,5.5,4.25,6.1,2.5,4.011658668518066
1994-06-13,100.6233,5.5,4.25,6.1,2.5,4.005918979644775
1994-06-14,100.6233,5.5,4.25,6.1,2.5,4.013709545135498
1994-06-15,100.6233,5.5,4.25,6.1,2.5,3.9809091091156006
1994-06-16,100.6233,5.5,4.25,6.1,2.5,4.003870010375977
1994-06-17,100.6233,5.5,4.25,6.1,2.5,3.9677915573120117
1994-06-20,100.6233,5.5,4.25,6.1,2.5,3.943192481994629
1994-06-21,100.6233,5.5,4.25,6.1,2.5,3.903014898300171
1994-06-22,100.6233,5.5,4.25,6.1,2.5,3.9399118423461914
1994-06-23,100.6233,5.5,4.25,6.1,2.5,3.897684335708618
1994-06-24,100.6233,5.5,4.25,6.1,2.5,3.832087516784668
1994-06-27,100.6233,5.5,4.25,6.1,2.5,3.889894962310791
1994-06-28,100.6233,5.5,4.25,6.1,2.5,3.885385036468506
1994-06-29,100.6233,5.5,4.25,6.1,2.5,3.903423309326172
1994-06-30,100.6233,5.5,4.25,6.1,2.5,3.844796657562256
1994-07-01,100.5505,2.4,4.26,6.1,2.8,3.8911244869232178
1994-07-05,100.5505,2.4,4.26,6.1,2.8,3.8792355060577393
1994-07-06,100.5505,2.4,4.26,6.1,2.8,3.8882546424865723
1994-07-07,100.5505,2.4,4.26,6.1,2.8,3.905884027481079
1994-07-08,100.5505,2.4,4.26,6.1,2.8,3.911623954772949
1994-07-11,100.5505,2.4,4.26,6.1,2.8,3.891944408416748
1994-07-12,100.5505,2.4,4.26,6.1,2.8,3.888664484024048
1994-07-13,100.5505,2.4,4.26,6.1,2.8,3.8911244869232178
1994-07-14,100.5505,2.4,4.26,6.1,2.8,3.9296631813049316
1994-07-15,100.5505,2.4,4.26,6.1,2.8,3.9284331798553467
1994-07-18,100.5505,2.4,4.26,6.1,2.8,3.9218738079071045
1994-07-19,100.5505,2.4,4.26,6.1,2.8,3.9046542644500732
1994-07-20,100.5505,2.4,4.26,6.1,2.8,3.872675895690918
1994-07-21,100.5505,2.4,4.26,6.1,2.8,3.891535758972168
1994-07-22,100.5505,2.4,4.26,6.1,2.8,3.853405714035034
1994-07-25,100.5505,2.4,4.26,6.1,2.8,3.866117000579834
1994-07-26,100.5505,2.4,4.26,6.1,2.8,3.8640658855438232
1994-07-27,100.5505,2.4,4.26,6.1,2.8,3.8513567447662354
1994-07-28,100.5505,2.4,4.26,6.1,2.8,3.873905897140503
1994-07-29,100.5505,2.4,4.26,6.1,2.8,3.9263832569122314
1994-08-01,100.5967,2.4,4.47,6.0,2.9,3.953441858291626
1994-08-02,100.5967,2.4,4.47,6.0,2.9,3.9403223991394043
1994-08-03,100.5967,2.4,4.47,6.0,2.9,3.932943105697632
1994-08-04,100.5967,2.4,4.47,6.0,2.9,3.8878438472747803
1994-08-05,100.5967,2.4,4.47,6.0,2.9,3.8935842514038086
1994-08-08,100.5967,2.4,4.47,6.0,2.9,3.905473232269287
1994-08-09,100.5967,2.4,4.47,6.0,2.9,3.917363405227661
1994-08-10,100.5967,2.4,4.47,6.0,2.9,3.9456512928009033
1994-08-11,100.5967,2.4,4.47,6.0,2.9,3.9317128658294678
1994-08-12,100.5967,2.4,4.47,6.0,2.9,3.955902576446533
1994-08-15,100.5967,2.4,4.47,6.0,2.9,3.9530320167541504
1994-08-16,100.5967,2.4,4.47,6.0,2.9,4.013709545135498
1994-08-17,100.5967,2.4,4.47,6.0,2.9,4.03953742980957
1994-08-18,100.5967,2.4,4.47,6.0,2.9,4.044867992401123
1994-08-19,100.5967,2.4,4.47,6.0,2.9,4.035438060760498
1994-08-22,100.5967,2.4,4.47,6.0,2.9,4.034208297729492
1994-08-23,100.5967,2.4,4.47,6.0,2.9,4.0592169761657715
1994-08-24,100.5967,2.4,4.47,6.0,2.9,4.087095260620117
1994-08-25,100.5967,2.4,4.47,6.0,2.9,4.070286750793457
1994-08-26,100.5967,2.4,4.47,6.0,2.9,4.1133341789245605
1994-08-29,100.5967,2.4,4.47,6.0,2.9,4.114154815673828
1994-08-30,100.5967,2.4,4.47,6.0,2.9,4.12440299987793
1994-08-31,100.5967,2.4,4.47,6.0,2.9,4.1272735595703125
1994-09-01,100.6677,2.4,4.73,5.9,3.0,4.1092352867126465
1994-09-02,100.6677,2.4,4.73,5.9,3.0,4.09242582321167
1994-09-06,100.6677,2.4,4.73,5.9,3.0,4.090374946594238
1994-09-07,100.6677,2.4,4.73,5.9,3.0,4.086276054382324
1994-09-08,100.6677,2.4,4.73,5.9,3.0,4.099804878234863
1994-09-09,100.6677,2.4,4.73,5.9,3.0,4.064136981964111
1994-09-12,100.6677,2.4,4.73,5.9,3.0,4.0510172843933105
1994-09-13,100.6677,2.4,4.73,5.9,3.0,4.071926116943359
1994-09-14,100.6677,2.4,4.73,5.9,3.0,4.089145660400391
1994-09-15,100.6677,2.4,4.73,5.9,3.0,4.161712646484375
1994-09-16,100.6677,2.4,4.73,5.9,3.0,4.118254661560059
1994-09-19,100.6677,2.4,4.73,5.9,3.0,4.129732608795166
1994-09-20,100.6677,2.4,4.73,5.9,3.0,4.082585334777832
1994-09-21,100.6677,2.4,4.73,5.9,3.0,4.050608158111572
1994-09-22,100.6677,2.4,4.73,5.9,3.0,4.060036659240723
1994-09-23,100.6677,2.4,4.73,5.9,3.0,4.044457912445068
1994-09-26,100.6677,2.4,4.73,5.9,3.0,4.07356595993042
1994-09-27,100.6677,2.4,4.73,5.9,3.0,4.067826271057129
1994-09-28,100.6677,2.4,4.73,5.9,3.0,4.075205326080322
1994-09-29,100.6677,2.4,4.73,5.9,3.0,4.059626579284668
1994-09-30,100.6677,2.4,4.73,5.9,3.0,4.053066253662109
1994-10-03,100.7621,4.7,4.76,5.8,2.6,4.0612664222717285
1994-10-04,100.7621,4.7,4.76,5.8,2.6,4.003870010375977
1994-10-05,100.7621,4.7,4.76,5.8,2.6,4.01124906539917
1994-10-06,100.7621,4.7,4.76,5.8,2.6,3.999769449234009
1994-10-07,100.7621,4.7,4.76,5.8,2.6,3.9891107082366943
1994-10-10,100.7621,4.7,4.76,5.8,2.6,4.032978057861328
1994-10-11,100.7621,4.7,4.76,5.8,2.6,4.108823776245117
1994-10-12,100.7621,4.7,4.76,5.8,2.6,4.098165512084961
1994-10-13,100.7621,4.7,4.76,5.8,2.6,4.124813079833984
1994-10-14,100.7621,4.7,4.76,5.8,2.6,4.114974498748779
1994-10-17,100.7621,4.7,4.76,5.8,2.6,4.119894504547119
1994-10-18,100.7621,4.7,4.76,5.8,2.6,4.121533393859863
1994-10-19,100.7621,4.7,4.76,5.8,2.6,4.148592948913574
1994-10-20,100.7621,4.7,4.76,5.8,2.6,4.097754955291748
1994-10-21,100.7621,4.7,4.76,5.8,2.6,4.104724884033203
1994-10-24,100.7621,4.7,4.76,5.8,2.6,4.086276054382324
1994-10-25,100.7621,4.7,4.76,5.8,2.6,4.089964866638184
1994-10-26,100.7621,4.7,4.76,5.8,2.6,4.089964866638184
1994-10-27,100.7621,4.7,4.76,5.8,2.6,4.12563419342041
1994-10-28,100.7621,4.7,4.76,5.8,2.6,4.185901641845703
1994-10-31,100.7621,4.7,4.76,5.8,2.6,4.178931713104248
1994-11-01,100.877,4.7,5.29,5.6,2.7,4.1727824211120605
1994-11-02,100.877,4.7,5.29,5.6,2.7,4.1621222496032715
1994-11-03,100.877,4.7,5.29,5.6,2.7,4.160892009735107
1994-11-04,100.877,4.7,5.29,5.6,2.7,4.135063648223877
1994-11-07,100.877,4.7,5.29,5.6,2.7,4.159663200378418
1994-11-08,100.877,4.7,5.29,5.6,2.7,4.193280220031738
1994-11-09,100.877,4.7,5.29,5.6,2.7,4.177700996398926
1994-11-10,100.877,4.7,5.29,5.6,2.7,4.176881790161133
1994-11-11,100.877,4.7,5.29,5.6,2.7,4.156792163848877
1994-11-14,100.877,4.7,5.29,5.6,2.7,4.2080397605896
1994-11-15,100.877,4.7,5.29,5.6,2.7,4.202709674835205
1994-11-16,100.877,4.7,5.29,5.6,2.7,4.219109535217285
1994-11-17,100.877,4.7,5.29,5.6,2.7,4.192870140075684
1994-11-18,100.877,4.7,5.29,5.6,2.7,4.202300548553467
1994-11-21,100.877,4.7,5.29,5.6,2.7,4.203120231628418
1994-11-22,100.877,4.7,5.29,5.6,2.7,4.1375226974487305
1994-11-23,100.877,4.7,5.29,5.6,2.7,4.116204261779785
1994-11-25,100.877,4.7,5.29,5.6,2.7,4.130143642425537
1994-11-28,100.877,4.7,5.29,5.6,2.7,4.183441162109375
1994-11-29,100.877,4.7,5.29,5.6,2.7,4.190820217132568
1994-11-30,100.877,4.7,5.29,5.6,2.7,4.132193088531494
1994-12-01,101.0542,4.7,5.45,5.5,2.7,4.074796199798584
1994-12-02,101.0542,4.7,5.45,5.5,2.7,4.117434501647949
1994-12-05,101.0542,4.7,5.45,5.5,2.7,4.103085041046143
1994-12-06,101.0542,4.7,5.45,5.5,2.7,4.099396228790283
1994-12-07,101.0542,4.7,5.45,5.5,2.7,4.097345352172852
1994-12-08,101.0542,4.7,5.45,5.5,2.7,4.0358476638793945
1994-12-09,101.0542,4.7,5.45,5.5,2.7,4.020678997039795
1994-12-12,101.0542,4.7,5.45,5.5,2.7,4.044867992401123
1994-12-13,101.0542,4.7,5.45,5.5,2.7,4.07602596282959
1994-12-14,101.0542,4.7,5.45,5.5,2.7,4.119073867797852
1994-12-15,101.0542,4.7,5.45,5.5,2.7,4.121124744415283
1994-12-16,101.0542,4.7,5.45,5.5,2.7,4.1444926261901855
1994-12-19,101.0542,4.7,5.45,5.5,2.7,4.139162540435791
1994-12-20,101.0542,4.7,5.45,5.5,2.7,4.1092352867126465
1994-12-21,101.0542,4.7,5.45,5.5,2.7,4.1621222496032715
1994-12-22,101.0542,4.7,5.45,5.5,2.7,4.141212463378906
1994-12-23,101.0542,4.7,5.45,5.5,2.7,4.146543502807617
1994-12-27,101.0542,4.7,5.45,5.5,2.7,4.171142578125
1994-12-28,101.0542,4.7,5.45,5.5,2.7,4.149822235107422
1994-12-29,101.0542,4.7,5.45,5.5,2.7,4.1670403480529785
1994-12-30,101.0542,4.7,5.45,5.5,2.7,4.1432623863220215
1995-01-03,101.1366,1.4,5.53,5.6,2.8,4.1309638023376465
1995-01-04,101.1366,1.4,5.53,5.6,2.8,4.118663787841797
1995-01-05,101.1366,1.4,5.53,5.6,2.8,4.1092352867126465
1995-01-06,101.1366,1.4,5.53,5.6,2.8,4.1010355949401855
1995-01-09,101.1366,1.4,5.53,5.6,2.8,4.106364727020264
1995-01-10,101.1366,1.4,5.53,5.6,2.8,4.113744735717773
1995-01-11,101.1366,1.4,5.53,5.6,2.8,4.131372451782227
1995-01-12,101.1366,1.4,5.53,5.6,2.8,4.136702060699463
1995-01-13,101.1366,1.4,5.53,5.6,2.8,4.173601150512695
1995-01-16,101.1366,1.4,5.53,5.6,2.8,4.195330619812012
1995-01-17,101.1366,1.4,5.53,5.6,2.8,4.186720371246338
1995-01-18,101.1366,1.4,5.53,5.6,2.8,4.163762092590332
1995-01-19,101.1366,1.4,5.53,5.6,2.8,4.146543502807617
1995-01-20,101.1366,1.4,5.53,5.6,2.8,4.133012771606445
1995-01-23,101.1366,1.4,5.53,5.6,2.8,4.141622543334961
1995-01-24,101.1366,1.4,5.53,5.6,2.8,4.152692794799805
1995-01-25,101.1366,1.4,5.53,5.6,2.8,4.158431529998779
1995-01-26,101.1366,1.4,5.53,5.6,2.8,4.203120231628418
1995-01-27,101.1366,1.4,5.53,5.6,2.8,4.25026798248291
1995-01-30,101.1366,1.4,5.53,5.6,2.8,4.2584686279296875
1995-01-31,101.1366,1.4,5.53,5.6,2.8,4.267077922821045
1995-02-01,101.0032,1.4,5.92,5.4,2.9,4.273634433746338
1995-02-02,101.0032,1.4,5.92,5.4,2.9,4.299055099487305
1995-02-03,101.0032,1.4,5.92,5.4,2.9,4.338413715362549
1995-02-06,101.0032,1.4,5.92,5.4,2.9,4.362601280212402
1995-02-07,101.0032,1.4,5.92,5.4,2.9,4.371211528778076
1995-02-08,101.0032,1.4,5.92,5.4,2.9,4.375311374664307
1995-02-09,101.0032,1.4,5.92,5.4,2.9,4.360142230987549
1995-02-10,101.0032,1.4,5.92,5.4,2.9,4.369570732116699
1995-02-13,101.0032,1.4,5.92,5.4,2.9,4.367931842803955
1995-02-14,101.0032,1.4,5.92,5.4,2.9,4.367522716522217
1995-02-15,101.0032,1.4,5.92,5.4,2.9,4.371622085571289
1995-02-16,101.0032,1.4,5.92,5.4,2.9,4.378181457519531
1995-02-17,101.0032,1.4,5.92,5.4,2.9,4.348662853240967
1995-02-21,101.0032,1.4,5.92,5.4,2.9,4.352352619171143
1995-02-22,101.0032,1.4,5.92,5.4,2.9,4.365062713623047
1995-02-23,101.0032,1.4,5.92,5.4,2.9,4.379001617431641
1995-02-24,101.0032,1.4,5.92,5.4,2.9,4.385561466217041
1995-02-27,101.0032,1.4,5.92,5.4,2.9,4.347433567047119
1995-02-28,101.0032,1.4,5.92,5.4,2.9,4.3708014488220215
1995-03-01,100.7811,1.4,5.98,5.4,2.9,4.372851848602295
1995-03-02,100.7811,1.4,5.98,5.4,2.9,4.3765411376953125
1995-03-03,100.7811,1.4,5.98,5.4,2.9,4.39499044418335
1995-03-06,100.7811,1.4,5.98,5.4,2.9,4.393761157989502
1995-03-07,100.7811,1.4,5.98,5.4,2.9,4.360142230987549
1995-03-08,100.7811,1.4,5.98,5.4,2.9,4.353992938995361
1995-03-09,100.7811,1.4,5.98,5.4,2.9,4.344973564147949
1995-03-10,100.7811,1.4,5.98,5.4,2.9,4.410161018371582
1995-03-13,100.7811,1.4,5.98,5.4,2.9,4.413030624389648
1995-03-14,100.7811,1.4,5.98,5.4,2.9,4.441318511962891
1995-03-15,100.7811,1.4,5.98,5.4,2.9,4.426149368286133
1995-03-16,100.7811,1.4,5.98,5.4,2.9,4.458127021789551
1995-03-17,100.7811,1.4,5.98,5.4,2.9,4.469607353210449
1995-03-20,100.7811,1.4,5.98,5.4,2.9,4.482726097106934
1995-03-21,100.7811,1.4,5.98,5.4,2.9,4.490105628967285
1995-03-22,100.7811,1.4,5.98,5.4,2.9,4.493387222290039
1995-03-23,100.7811,1.4,5.98,5.4,2.9,4.474117279052734
1995-03-24,100.7811,1.4,5.98,5.4,2.9,4.5003557205200195
1995-03-27,100.7811,1.4,5.98,5.4,2.9,4.479445934295654
1995-03-28,100.7811,1.4,5.98,5.4,2.9,4.508965492248535
1995-03-29,100.7811,1.4,5.98,5.4,2.9,4.5028157234191895
1995-03-30,100.7811,1.4,5.98,5.4,2.9,4.474526405334473
1995-03-31,100.7811,1.4,5.98,5.4,2.9,4.465097904205322
1995-04-03,100.6848,1.2,6.05,5.8,3.1,4.4814958572387695
1995-04-04,100.6848,1.2,6.05,5.8,3.1,4.508554935455322
1995-04-05,100.6848,1.2,6.05,5.8,3.1,4.505276203155518
1995-04-06,100.6848,1.2,6.05,5.8,3.1,4.508554935455322
1995-04-07,100.6848,1.2,6.05,5.8,3.1,4.536024570465088
1995-04-10,100.6848,1.2,6.05,5.8,3.1,4.536024570465088
1995-04-11,100.6848,1.2,6.05,5.8,3.1,4.515524864196777
1995-04-12,100.6848,1.2,6.05,5.8,3.1,4.536433219909668
1995-04-13,100.6848,1.2,6.05,5.8,3.1,4.566363334655762
1995-04-17,100.6848,1.2,6.05,5.8,3.1,4.5450439453125
1995-04-18,100.6848,1.2,6.05,5.8,3.1,4.53233528137207
1995-04-19,100.6848,1.2,6.05,5.8,3.1,4.532744407653809
1995-04-20,100.6848,1.2,6.05,5.8,3.1,4.513474941253662
1995-04-21,100.6848,1.2,6.05,5.8,3.1,4.536024570465088
1995-04-24,100.6848,1.2,6.05,5.8,3.1,4.574150562286377
1995-04-25,100.6848,1.2,6.05,5.8,3.1,4.556933879852295
1995-04-26,100.6848,1.2,6.05,5.8,3.1,4.5491437911987305
1995-04-27,100.6848,1.2,6.05,5.8,3.1,4.577022075653076
1995-04-28,100.6848,1.2,6.05,5.8,3.1,4.581531524658203
1995-05-01,100.6721,1.2,6.01,5.6,3.2,4.556933879852295
1995-05-02,100.6721,1.2,6.01,5.6,3.2,4.5602126121521
1995-05-03,100.6721,1.2,6.01,5.6,3.2,4.636469841003418
1995-05-04,100.6721,1.2,6.01,5.6,3.2,4.656147480010986
1995-05-05,100.6721,1.2,6.01,5.6,3.2,4.649178504943848
1995-05-08,100.6721,1.2,6.01,5.6,3.2,4.690176963806152
1995-05-09,100.6721,1.2,6.01,5.6,3.2,4.709035396575928
1995-05-10,100.6721,1.2,6.01,5.6,3.2,4.697146892547607
1995-05-11,100.6721,1.2,6.01,5.6,3.2,4.706576347351074
1995-05-12,100.6721,1.2,6.01,5.6,3.2,4.705755710601807
1995-05-15,100.6721,1.2,6.01,5.6,3.2,4.682798385620117
1995-05-16,100.6721,1.2,6.01,5.6,3.2,4.654508590698242
1995-05-17,100.6721,1.2,6.01,5.6,3.2,4.657378196716309
1995-05-18,100.6721,1.2,6.01,5.6,3.2,4.585631370544434
1995-05-19,100.6721,1.2,6.01,5.6,3.2,4.59752082824707
1995-05-22,100.6721,1.2,6.01,5.6,3.2,4.6381096839904785
1995-05-23,100.6721,1.2,6.01,5.6,3.2,4.681158542633057
1995-05-24,100.6721,1.2,6.01,5.6,3.2,4.670907497406006
1995-05-25,100.6721,1.2,6.01,5.6,3.2,4.684436798095703
1995-05-26,100.6721,1.2,6.01,5.6,3.2,4.649998188018799
1995-05-30,100.6721,1.2,6.01,5.6,3.2,4.638519287109375
1995-05-31,100.6721,1.2,6.01,5.6,3.2,4.72420597076416
1995-06-01,100.7997,1.2,6.0,5.6,3.0,4.718875408172607
1995-06-02,100.7997,1.2,6.0,5.6,3.0,4.713546276092529
1995-06-05,100.7997,1.2,6.0,5.6,3.0,4.731585502624512
1995-06-06,100.7997,1.2,6.0,5.6,3.0,4.72174596786499
1995-06-07,100.7997,1.2,6.0,5.6,3.0,4.725024700164795
1995-06-08,100.7997,1.2,6.0,5.6,3.0,4.727484703063965
1995-06-09,100.7997,1.2,6.0,5.6,3.0,4.690586566925049
1995-06-12,100.7997,1.2,6.0,5.6,3.0,4.70124626159668
1995-06-13,100.7997,1.2,6.0,5.6,3.0,4.745113849639893
1995-06-14,100.7997,1.2,6.0,5.6,3.0,4.758643627166748
1995-06-15,100.7997,1.2,6.0,5.6,3.0,4.761102676391602
1995-06-16,100.7997,1.2,6.0,5.6,3.0,4.7721734046936035
1995-06-19,100.7997,1.2,6.0,5.6,3.0,4.8353095054626465
1995-06-20,100.7997,1.2,6.0,5.6,3.0,4.853759765625
1995-06-21,100.7997,1.2,6.0,5.6,3.0,4.857858180999756
1995-06-22,100.7997,1.2,6.0,5.6,3.0,4.929195404052734
1995-06-23,100.7997,1.2,6.0,5.6,3.0,4.902956962585449
1995-06-26,100.7997,1.2,6.0,5.6,3.0,4.892297267913818
1995-06-27,100.7997,1.2,6.0,5.6,3.0,4.857039451599121
1995-06-28,100.7997,1.2,6.0,5.6,3.0,4.877127647399902
1995-06-29,100.7997,1.2,6.0,5.6,3.0,4.884097576141357
1995-06-30,100.7997,1.2,6.0,5.6,3.0,4.891067981719971
1995-07-03,100.9175,3.5,5.85,5.7,2.8,4.903777599334717
1995-07-05,100.9175,3.5,5.85,5.7,2.8,4.899267673492432
1995-07-06,100.9175,3.5,5.85,5.7,2.8,4.945594787597656
1995-07-07,100.9175,3.5,5.85,5.7,2.8,4.928375720977783
1995-07-10,100.9175,3.5,5.85,5.7,2.8,4.955433368682861
1995-07-11,100.9175,3.5,5.85,5.7,2.8,4.947645664215088
1995-07-12,100.9175,3.5,5.85,5.7,2.8,5.012831687927246
1995-07-13,100.9175,3.5,5.85,5.7,2.8,5.012421131134033
1995-07-14,100.9175,3.5,5.85,5.7,2.8,5.008321285247803
1995-07-17,100.9175,3.5,5.85,5.7,2.8,5.051779270172119
1995-07-18,100.9175,3.5,5.85,5.7,2.8,4.998072624206543
1995-07-19,100.9175,3.5,5.85,5.7,2.8,4.877539157867432
1995-07-20,100.9175,3.5,5.85,5.7,2.8,4.869747161865234
1995-07-21,100.9175,3.5,5.85,5.7,2.8,4.876718044281006
1995-07-24,100.9175,3.5,5.85,5.7,2.8,4.923865795135498
1995-07-25,100.9175,3.5,5.85,5.7,2.8,4.984131336212158
1995-07-26,100.9175,3.5,5.85,5.7,2.8,4.995611190795898
1995-07-27,100.9175,3.5,5.85,5.7,2.8,5.032510280609131
1995-07-28,100.9175,3.5,5.85,5.7,2.8,5.002992153167725
1995-07-31,100.9175,3.5,5.85,5.7,2.8,4.973472595214844
1995-08-01,100.8834,3.5,5.74,5.7,2.6,4.955023765563965
1995-08-02,100.8834,3.5,5.74,5.7,2.6,4.94313383102417
1995-08-03,100.8834,3.5,5.74,5.7,2.6,4.9382147789001465
1995-08-04,100.8834,3.5,5.74,5.7,2.6,4.940675258636475
1995-08-07,100.8834,3.5,5.74,5.7,2.6,4.950104236602783
1995-08-08,100.8834,3.5,5.74,5.7,2.6,4.951334476470947
1995-08-09,100.8834,3.5,5.74,5.7,2.6,4.976343631744385
1995-08-10,100.8834,3.5,5.74,5.7,2.6,4.970603942871094
1995-08-11,100.8834,3.5,5.74,5.7,2.6,4.978804111480713
1995-08-14,100.8834,3.5,5.74,5.7,2.6,5.003811359405518
1995-08-15,100.8834,3.5,5.74,5.7,2.6,4.962813377380371
1995-08-16,100.8834,3.5,5.74,5.7,2.6,4.969784259796143
1995-08-17,100.8834,3.5,5.74,5.7,2.6,4.947645664215088
1995-08-18,100.8834,3.5,5.74,5.7,2.6,4.9250946044921875
1995-08-21,100.8834,3.5,5.74,5.7,2.6,4.877539157867432
1995-08-22,100.8834,3.5,5.74,5.7,2.6,4.90951681137085
1995-08-23,100.8834,3.5,5.74,5.7,2.6,4.887786865234375
1995-08-24,100.8834,3.5,5.74,5.7,2.6,4.874258041381836
1995-08-25,100.8834,3.5,5.74,5.7,2.6,4.867698669433594
1995-08-28,100.8834,3.5,5.74,5.7,2.6,4.838179111480713
1995-08-29,100.8834,3.5,5.74,5.7,2.6,4.843918800354004
1995-08-30,100.8834,3.5,5.74,5.7,2.6,4.862368583679199
1995-08-31,100.8834,3.5,5.74,5.7,2.6,4.882047653198242
1995-09-01,100.6454,3.5,5.8,5.6,2.5,4.8816375732421875
1995-09-05,100.6454,3.5,5.8,5.6,2.5,4.943544387817383
1995-09-06,100.6454,3.5,5.8,5.6,2.5,4.9496941566467285
1995-09-07,100.6454,3.5,5.8,5.6,2.5,4.975522994995117
